Pritisak07,Pritisak14,Pritisak21,PritisakSR,MaxTemp,MinTemp,Temp07,Temp14,Temp21,TempSR,Vlaz07,Vlaz14,Vlaz21,VlazSR,VetarBrzina07,VetarBrzina14,VetarBrzina21,VetarBrzinaSR,Oblacnost07,Oblacnost14,Oblacnost21,OblacnostSR,prethodni_dan,Value
1001.2,998.2,997.3,998.9,29.1,14.6,18.8,28.3,21.1,22.3,70,34,58,54,0.8,0.8,0.8,0.8,1,2,0,1,32,41
998.1,995.5,998.2,997.3,28.6,17,20.4,28.1,18.3,21.3,64,30,48,47,0.8,2.4,4.4,2.5,9,0,4,4.3,41,36
1003.9,1001.9,1001.2,1002.3,22.6,13.6,13.8,21.6,18.6,18.2,68,45,54,56,0.8,2.4,2.4,1.9,4,1,0,1.7,36,32
1000.6,998.7,998.9,999.4,29.4,14.4,17.2,29.2,21.8,22.5,69,41,65,58,4.4,4.4,4.4,4.4,0,0,6,2,32,29
998,996.4,995.5,996.6,29.7,19.5,21.4,29.4,22.4,23.9,64,35,54,51,6.7,6.7,4.4,5.9,4,3,0,2.3,29,33
995.6,994.2,995,994.9,30,18.5,19.8,29.8,21.4,23.1,55,27,50,44,4.4,0.8,2.4,2.5,5,6,6,5.7,33,38
997.7,996.4,995.5,996.5,29,15.9,19,28,22.8,23.2,72,39,57,56,0.8,2.4,2.4,1.9,0,4,0,1.3,38,15
995.3,993.2,993.2,993.9,30.2,18.5,20.8,29.8,23,24.2,64,30,33,42,2.4,4.4,4.4,3.7,1,0,4,1.7,15,12
991.9,991.4,991.9,991.7,28.9,18.8,20.2,27.8,22.3,23.2,60,35,53,49,4.4,4.4,2.4,3.7,0,7,10,5.7,12,31
994.8,995.7,997.3,995.9,28.6,20,21.2,27.6,24.6,24.5,58,42,46,49,4.4,2.4,2.4,3,6,7,4,5.7,31,24
998.4,998,997,997.8,27.2,16.1,17.1,26.7,20.3,21.1,90,58,75,74,0.8,2.4,0.8,1.4,9,8,4,7,24,19
998.9,998.7,998.9,998.8,24.5,16.5,17.7,24,18.6,19.7,87,57,75,73,2.4,2.4,2.4,2.4,9,5,10,8,19,44
999.5,997.1,996.1,997.6,26,14.4,16,24.9,20.2,20.3,66,47,45,53,2.4,2.4,2.4,2.4,1,2,1,1.3,44,46
994.8,992.3,991.7,992.9,24.5,12.4,15.4,23.7,18.4,19,60,30,53,48,2.4,2.4,0.8,1.9,1,2,0,1,46,31
991.4,989.8,990.4,990.5,26.9,13.6,16.6,26.3,20.6,21,64,33,56,51,2.4,0.8,0.8,1.4,2,4,3,3,31,32
992.5,994.3,996.8,994.5,23.4,16.4,17.9,22.2,19.4,19.7,70,64,63,66,4.4,4.4,0.8,3.2,10,4,0,4.7,32,35
1000,999.5,999.4,999.6,27.7,15.9,19.4,27.2,23.6,23.5,64,39,47,50,0.8,2.4,0.8,1.4,3,6,4,4.3,35,20
999.6,997,996.9,997.8,28.7,15.7,18.4,26.8,20.8,21.7,73,38,58,56,2.4,2.4,2.4,2.4,0,7,4,3.7,20,8
996.2,994.2,994.1,994.8,25.9,16.8,18.1,23.3,18,19.4,72,47,75,65,0.8,2.4,0.8,1.4,8,5,3,5.3,8,32
994.5,994.7,995,994.7,22.4,16.1,17.3,22.2,16.1,17.9,79,50,85,71,0.8,2.4,2.4,1.9,10,5,8,7.7,32,21
994.3,994.4,995,994.6,25.4,15.3,15.9,24.2,16.2,18.1,91,39,84,71,2.4,2.4,2.4,2.4,10,5,10,8.3,21,31
997,998.6,998.4,998,21.7,11.6,11.8,20.9,17.2,16.8,95,47,70,71,2.4,2.4,0.8,1.9,10,5,4,6.3,31,31
999.1,998.8,999.3,999.1,23,14.3,15.3,22.3,17.8,18.3,78,42,60,60,0.8,2.4,0.8,1.4,5,4,0,3,31,34
1000.9,999.3,999.3,999.8,25,13.1,16.3,24.3,18.2,19.3,74,43,65,61,0.8,2.4,0.8,1.4,6,4,9,6.3,34,34
1000.2,999.5,1000.4,1000,23.5,15.4,16.4,22,18.7,19,81,56,73,70,2.4,0.8,0.8,1.4,9,7,0,5.3,34,36
1002.9,1002,1001.8,1002.2,24.6,13.9,16.4,23.8,20.6,20.4,79,48,53,60,0.8,2.4,2.4,1.9,0,5,3,2.7,36,41
1001.5,999.3,999.6,1000.1,25.9,14.2,19.6,25,19,20.7,64,55,69,63,2.4,4.4,2.4,3,2,4,9,5,41,31
1000,1000,1001,1000.3,25.6,15.8,19,25.1,19.9,21,73,56,69,66,4.4,2.4,4.4,3.7,1,3,10,4.7,31,26
1001.3,999.6,1000.2,1000.4,28.6,17.6,20.8,28.4,22.6,23.6,68,48,61,59,4.4,4.4,2.4,3.7,5,4,9,6,26,32
1001.2,999.8,1000,1000.3,27.6,18.6,20.6,25.4,21.8,22.4,70,48,65,61,0.8,2.4,0.8,1.4,0,7,7,4.7,32,34
1000.2,998.9,1001.7,1000.3,28.6,16.8,20,27.2,21.8,22.7,73,46,77,65,0.8,2.4,2.4,1.9,3,8,5,5.3,34,35
1004.7,1004.2,1004.8,1004.6,28.5,17.4,20.9,27.1,23.2,23.6,79,47,61,62,2.4,2.4,0.8,1.9,6,3,7,5.3,35,40
1004.9,1003.5,1003.4,1003.9,29.9,17.6,21.1,29.4,23.4,24.3,71,38,60,56,0,2.4,2.4,1.6,0,3,0,1,40,47
1004.8,1002.8,1003.5,1003.7,29.8,18.2,22.2,29.8,23,24.5,65,37,66,56,2.4,0.8,2.4,1.9,0,3,0,1,47,38
1003.9,1002.7,1002,1002.9,28.5,18.8,22.1,28.1,22.2,23.7,60,30,48,46,2.4,4.4,2.4,3,1,3,0,1.3,38,39
1002,1000.6,1000.9,1001.2,29.6,17.6,21.7,29.1,23.3,24.4,49,32,47,43,2.4,4.4,2.4,3,1,4,0,1.7,39,37
1000.6,999.2,999.3,999.7,30.4,18.5,23,30.3,24.3,25.5,53,28,44,42,2.4,2.4,0.8,1.9,3,4,0,2.3,37,44
1000.6,999.6,1000,1000.1,32,18,23.2,31.6,25,26.2,55,33,35,41,0,2.4,0.8,1.1,1,4,3,2.7,44,2
1001.2,1000.2,999.4,1000.3,28.7,20.8,21.3,27.8,23.8,24.2,74,46,63,61,0.8,0.8,0.8,0.8,8,6,0,4.7,2,4
1000.4,998.5,998.3,999.1,28.3,20.3,22.6,27,22.3,23.6,74,65,67,69,0.8,0.8,2.4,1.4,4,5,5,4.7,4,26
997,994,993.2,994.7,29.6,19.1,20.8,27.7,23.6,23.9,76,50,59,62,2.4,2.4,0.8,1.9,4,4,0,2.7,26,11
993.4,991.7,993.9,993,30.5,18.9,22.3,29.6,25.3,25.6,67,35,43,48,0.8,2.4,0.8,1.4,0,1,0,0.3,11,23
997.2,996.7,999.3,997.7,31.4,18.9,21.2,30.9,23.6,24.8,72,43,62,59,0.8,2.4,0.8,1.4,0,5,3,2.7,23,40
1001.2,1000.1,1000.4,1000.6,31.3,20.4,21.8,30,25.8,25.9,68,44,61,58,2.4,2.4,2.4,2.4,7,5,3,5,40,10
999.6,996.6,994.6,996.9,34.1,22.4,24.2,33.4,27,27.9,64,34,58,52,4.4,4.4,4.4,4.4,0,0,10,3.3,10,43
992.6,994,994,993.5,27.6,21.1,26.1,22.3,21.1,22.7,58,71,86,72,2.4,0.8,0.8,1.4,6,10,7,7.7,43,37
995.5,994.7,995.2,995.1,27.9,20.1,20.9,27.5,23.8,24,87,59,73,73,0.8,0.8,0.8,0.8,10,9,8,9,37,35
996.2,994.7,994.2,995,31,20,23.6,30.1,26.4,26.6,75,48,60,61,0.8,0.8,0.8,0.8,0,6,6,4,35,20
992.7,991,989.5,991.1,34.7,21.9,26.8,34.4,29.2,29.9,62,32,50,48,0.8,0.8,0.8,0.8,3,3,5,3.7,20,1
990.1,988.5,989,989.2,29.2,18.5,21,27.2,20.2,22.2,66,52,74,64,0.8,2.4,0.8,1.4,2,9,9,6.7,1,32
991.4,991.7,992.9,992,23.7,16.9,17.8,22.5,18.7,19.4,88,76,85,83,2.4,2.4,0.8,1.9,10,6,10,8.7,32,10
993.3,993.5,994,993.6,20.4,16.9,17.8,19.6,18,18.4,80,82,94,85,2.4,2.4,0,1.6,10,10,10,10,10,8
994.4,994.8,995.9,995,23.3,16.9,18.4,22.4,19.9,20.2,97,77,85,86,0.8,0.8,0.8,0.8,10,6,4,6.7,8,14
996.7,995.7,996.7,996.4,28.3,17.1,17.8,28,21,22,93,49,79,74,2.4,0.8,0.8,1.4,10,6,4,6.7,14,24
997.9,997.5,1000.1,998.5,27.5,17.6,19.9,26.1,21,22,82,63,80,75,2.4,2.4,0.8,1.9,5,6,10,7,24,23
1001.7,1002,1004,1002.6,26,19.1,20.2,24.3,22.2,22.2,90,67,91,83,0.8,0.8,0.8,0.8,10,4,9,7.7,23,16
1005.7,1004.4,1003.3,1004.5,30.4,19,21.4,28.6,25,25,83,53,66,67,2.4,2.4,0.8,1.9,0,6,1,2.3,16,36
1002.1,998.3,997,999.1,30.6,20.6,24.2,29.1,24.2,25.4,72,48,59,60,0.8,0.8,2.4,1.4,4,9,0,4.3,36,31
996,997.9,1004,999.3,24.3,11.8,21.8,19.6,11.9,16.3,77,73,92,81,2.4,2.4,0.8,1.9,7,10,10,9,31,16
1005.4,1003.8,1004.1,1004.4,21,11.3,13.4,19.6,16.9,16.7,74,45,58,59,2.4,2.4,0.8,1.9,3,6,6,5,16,24
1003.7,1002.6,1002.2,1002.8,22.3,11.7,14.8,20.6,17.8,17.8,70,46,59,58,0.8,0.8,0,0.6,0,5,3,2.7,24,25
1002.3,1001.4,1002.3,1002,24.3,11.9,15.8,23,20.1,19.8,73,41,55,56,0.8,2.4,0.8,1.4,1,5,5,3.7,25,29
1002.2,1001,1000.1,1001.1,23.9,15,15.9,21.9,19.5,19.2,83,63,66,71,0.8,0.8,2.4,1.4,10,8,9,9,29,18
997.9,994.6,994.2,995.6,19.9,15.5,15.8,18.8,15.8,16.6,92,82,91,88,2.4,2.4,2.4,2.4,10,10,10,10,18,12
992.3,992.1,991.6,992,23.3,15.7,16.6,21.2,18.3,18.6,92,75,91,86,0.8,0.8,2.4,1.4,10,7,10,9,12,10
989,988.1,990,989,22.7,17,17.7,21,19.2,19.3,95,95,95,95,2.4,2.4,2.4,2.4,10,9,10,9.7,10,3
991.2,991.2,995.5,992.6,27.8,17.3,19.4,27,19.7,21.5,93,51,44,63,0.8,2.4,2.4,1.9,9,4,0,4.3,3,30
1000.5,999.9,1001.6,1000.7,23.6,11.9,15.2,22.6,19.3,19.1,69,48,62,60,0.8,2.4,0.8,1.4,0,4,4,2.7,30,7
1002.9,1001.3,999.6,1001.3,25.4,12.7,17.6,24.2,21.2,21.1,57,37,54,49,0.8,0.8,2.4,1.4,2,3,4,3,7,21
1001.1,1000.6,1000.7,1000.8,27.9,18.1,20.1,26.7,23.2,23.3,62,42,55,53,0.8,2.4,0.8,1.4,6,6,0,4,21,19
1000.2,999.6,999.7,999.8,28.6,19.3,23.8,28,23.4,24.7,53,37,74,55,0.8,0.8,0.8,0.8,4,7,7,6,19,20
1000.3,998,996.3,998.2,28.9,20,20.6,27.8,23.6,23.9,83,44,60,62,0.8,0.8,0.8,0.8,9,5,0,4.7,20,31
995.8,995.6,996.7,996,29.9,20.6,23.6,28.8,24.2,25.2,61,47,68,59,0.8,0.8,2.4,1.4,2,8,9,6.3,31,38
998.2,998,998.8,998.3,24.6,18.5,19.4,21,20.1,20.2,96,85,89,90,0.8,0.8,0.8,0.8,10,10,9,9.7,38,20
998.9,997.7,999.5,998.7,26.3,17.5,18.2,26.2,18,20.1,95,54,87,79,0.8,2.4,0.8,1.4,10,6,10,8.7,20,36
998.7,998.5,998.8,998.7,20,16.5,17,17.5,17.1,17.2,90,94,93,92,2.4,0.8,0.8,1.4,10,10,5,8.3,36,30
998.3,997.1,997.6,997.7,25.8,16.8,18.2,25.2,20.6,21.2,92,63,86,80,0.8,0.8,0.8,0.8,10,6,4,6.7,30,26
997.7,996.9,998.2,997.6,29.3,18,21.9,28.6,25,25.1,79,50,69,66,0.8,2.4,0.8,1.4,0,4,9,4.3,26,17
1001,1000.6,1000.7,1000.8,27.2,20,20.2,26,23.8,23.5,87,65,76,76,0.8,0.8,2.4,1.4,9,6,5,6.7,17,2
1001.3,1001,1001.3,1001.2,28.5,20.8,21.6,27.8,23.6,24.2,83,50,61,65,0.8,2.4,0.8,1.4,6,4,4,4.7,2,31
1002.3,1000.7,1000,1001,29.5,18.6,20.9,28.8,23.8,24.3,80,41,65,62,2.4,2.4,0.8,1.9,0,3,0,1,31,28
999.5,998.6,997.9,998.7,28.8,18.9,21.8,25.8,21.8,22.8,72,50,77,66,2.4,2.4,0.8,1.9,3,9,2,4.7,28,36
998.3,996.5,994.5,996.4,30,18.5,21.3,29,24,24.6,70,34,58,54,2.4,0.8,0.8,1.4,0,1,3,1.3,36,18
993.7,993.9,994.2,993.9,25.5,19.6,19.8,21.8,21.7,21.3,92,82,73,82,2.4,0.8,2.4,1.9,10,10,4,8,18,29
994.2,993.9,994.1,994.1,25.6,18.5,19.6,24,23.6,22.7,78,58,48,61,2.4,2.4,2.4,2.4,10,10,9,9.7,29,21
994.9,996,996.9,995.9,24.6,17.8,18.6,23.8,22.6,21.9,89,67,77,78,0.8,2.4,0.8,1.4,10,10,7,9,21,36
997.5,997,997,997.2,30.1,18.6,20.8,28.9,23.8,24.3,77,37,61,58,0.8,2.4,0.8,1.4,1,1,0,0.7,36,50
997.5,996.7,995.2,996.5,32.2,18.6,23,31.6,26.4,26.9,66,40,58,55,0.8,0.8,0.8,0.8,0,0,5,1.7,50,35
994.7,993.6,994.2,994.2,29.4,21.6,22.3,27.2,23.9,24.3,76,55,65,65,2.4,4.4,2.4,3,8,4,9,7,35,23
993.7,992.2,993.7,993.2,25.8,19,19.5,25.2,21.2,21.8,81,65,85,77,2.4,2.4,0.8,1.9,10,5,5,6.7,23,15
993.9,992.7,993.3,993.3,26,18.4,20,24.7,21.4,21.9,83,68,88,80,0.8,2.4,2.4,1.9,9,9,10,9.3,15,29
994,993.2,993.9,993.7,29.7,18.9,21.1,29.2,25.1,25.1,82,50,60,64,0.8,2.4,0.8,1.4,4,5,2,3.7,29,22
995.3,994.7,995.7,995.2,29.8,18.8,20.8,29.4,24.4,24.8,83,52,73,69,0.8,2.4,0.8,1.4,3,5,3,3.7,22,16
996.2,995.3,996.5,996,28.6,20.2,21.4,24,20.2,21.5,86,92,95,91,2.4,0.8,0.8,1.4,5,7,10,7.3,16,29
995.6,994.8,996,995.5,29.3,18.6,19.9,28.2,24.2,24.1,89,58,74,74,0,2.4,0,0.8,9,4,3,5.3,29,27
997.4,995.8,996.4,996.5,30.9,20.3,21.1,29.9,25.2,25.4,85,58,77,73,2.4,2.4,0.8,1.9,5,6,6,5.7,27,21
996.5,996,997.4,996.6,31.9,21.6,23.6,31.4,26.1,26.8,83,53,65,67,0.8,2.4,0.8,1.4,0,4,5,3,21,24
997.7,997.3,998.1,997.7,31.6,21.4,22.8,31.4,27.2,27.2,83,47,62,64,0.8,2.4,0.8,1.4,1,5,4,3.3,24,15
999.2,999.5,1000.6,999.8,29,22.4,24.7,23.4,23,23.5,73,87,85,82,0.8,0.8,2.4,1.4,5,9,7,7,15,1
1001.4,1000.9,1001.3,1001.2,28.9,21.9,23.1,27.6,25.4,25.4,83,65,76,75,2.4,2.4,0.8,1.9,6,6,6,6,1,9
1002.1,1000.8,1001.3,1001.4,30.3,21.3,22.4,29.4,25.8,25.9,88,57,70,72,0.8,0.8,2.4,1.4,5,5,5,5,9,11
1001.5,1000.3,1000.6,1000.8,31.8,21.2,23.2,31,25.4,26.3,85,47,65,66,0.8,2.4,0.8,1.4,1,4,1,2,11,33
1001.2,1000.8,1000.6,1000.9,32,21.4,23.6,30.5,25.6,26.3,71,42,65,59,0.8,2.4,0.8,1.4,0,6,0,2,33,37
1001.4,1000.4,1000.5,1000.8,31.6,21.5,23.4,31.2,26.2,26.8,69,45,71,62,0.8,2.4,0.8,1.4,1,4,0,1.7,37,36
1001.1,999.9,1000.4,1000.5,32.8,21.2,23.4,32.2,26.2,27,76,36,58,57,0.8,2.4,0.8,1.4,4,6,0,3.3,36,10
1001,1000.3,1000.4,1000.6,33.2,21.4,24.8,32.4,26.9,27.8,61,40,65,55,2.4,4.4,2.4,3,0,3,0,1,10,32
1001.8,1001.4,1002,1001.7,33.7,22.6,25.1,33.3,27,28.1,66,40,55,54,4.4,4.4,4.4,4.4,4,5,3,4,32,32
1003.5,1003.8,1004.8,1004,32.5,23.2,24.6,32,25.1,26.7,56,38,49,48,4.4,4.4,2.4,3.7,0,0,0,0,32,25
1004,1002.6,1003.5,1003.4,30.8,21.2,23.8,30.8,25.4,26.4,55,38,49,47,4.4,2.4,2.4,3,4,5,5,4.7,25,18
