Pritisak07,Pritisak14,Pritisak21,PritisakSR,MaxTemp,MinTemp,Temp07,Temp14,Temp21,TempSR,Vlaz07,Vlaz14,Vlaz21,VlazSR,VetarBrzina07,VetarBrzina14,VetarBrzina21,VetarBrzinaSR,Oblacnost07,Oblacnost14,Oblacnost21,OblacnostSR,prethodni_dan,Value
993.9,992.7,993.3,993.3,26,18.4,20,24.7,21.4,21.9,83,68,88,80,0.8,2.4,2.4,1.9,9,9,10,9.3,22,22
994,993.2,993.9,993.7,29.7,18.9,21.1,29.2,25.1,25.1,82,50,60,64,0.8,2.4,0.8,1.4,4,5,2,3.7,22,20
995.3,994.7,995.7,995.2,29.8,18.8,20.8,29.4,24.4,24.8,83,52,73,69,0.8,2.4,0.8,1.4,3,5,3,3.7,20,18
996.2,995.3,996.5,996,28.6,20.2,21.4,24,20.2,21.5,86,92,95,91,2.4,0.8,0.8,1.4,5,7,10,7.3,18,15
995.6,994.8,996,995.5,29.3,18.6,19.9,28.2,24.2,24.1,89,58,74,74,0,2.4,0,0.8,9,4,3,5.3,15,18
997.4,995.8,996.4,996.5,30.9,20.3,21.1,29.9,25.2,25.4,85,58,77,73,2.4,2.4,0.8,1.9,5,6,6,5.7,18,21
996.5,996,997.4,996.6,31.9,21.6,23.6,31.4,26.1,26.8,83,53,65,67,0.8,2.4,0.8,1.4,0,4,5,3,21,27
997.7,997.3,998.1,997.7,31.6,21.4,22.8,31.4,27.2,27.2,83,47,62,64,0.8,2.4,0.8,1.4,1,5,4,3.3,27,24
999.2,999.5,1000.6,999.8,29,22.4,24.7,23.4,23,23.5,73,87,85,82,0.8,0.8,2.4,1.4,5,9,7,7,24,21
1001.4,1000.9,1001.3,1001.2,28.9,21.9,23.1,27.6,25.4,25.4,83,65,76,75,2.4,2.4,0.8,1.9,6,6,6,6,21,26
1002.1,1000.8,1001.3,1001.4,30.3,21.3,22.4,29.4,25.8,25.9,88,57,70,72,0.8,0.8,2.4,1.4,5,5,5,5,26,26
1001.5,1000.3,1000.6,1000.8,31.8,21.2,23.2,31,25.4,26.3,85,47,65,66,0.8,2.4,0.8,1.4,1,4,1,2,26,26
1001.2,1000.8,1000.6,1000.9,32,21.4,23.6,30.5,25.6,26.3,71,42,65,59,0.8,2.4,0.8,1.4,0,6,0,2,26,29
1001.4,1000.4,1000.5,1000.8,31.6,21.5,23.4,31.2,26.2,26.8,69,45,71,62,0.8,2.4,0.8,1.4,1,4,0,1.7,29,26
1001.1,999.9,1000.4,1000.5,32.8,21.2,23.4,32.2,26.2,27,76,36,58,57,0.8,2.4,0.8,1.4,4,6,0,3.3,26,25
1001,1000.3,1000.4,1000.6,33.2,21.4,24.8,32.4,26.9,27.8,61,40,65,55,2.4,4.4,2.4,3,0,3,0,1,25,22
1001.8,1001.4,1002,1001.7,33.7,22.6,25.1,33.3,27,28.1,66,40,55,54,4.4,4.4,4.4,4.4,4,5,3,4,22,20
1003.5,1003.8,1004.8,1004,32.5,23.2,24.6,32,25.1,26.7,56,38,49,48,4.4,4.4,2.4,3.7,0,0,0,0,20,16
1004,1002.6,1003.5,1003.4,30.8,21.2,23.8,30.8,25.4,26.4,55,38,49,47,4.4,2.4,2.4,3,4,5,5,4.7,16,21
1004.2,1002.7,1001,1002.6,31.8,19.7,21.6,31,25.2,25.8,82,36,49,56,0.8,2.4,0.8,1.4,0,2,0,0.7,21,17
999.2,997.5,996.4,997.7,33,22,23.8,32.3,26.8,27.4,60,35,51,49,2.4,2.4,2.4,2.4,0,0,0,0,17,20
996.8,995.1,998.5,996.8,33.4,21.4,22,32.3,21.8,24.5,76,42,75,64,2.4,2.4,2.4,2.4,9,1,7,5.7,20,16
999.7,999.2,999.9,999.6,29.4,19.1,19.4,28.7,23.6,23.8,90,52,74,72,2.4,2.4,0.8,1.9,10,4,3,5.7,16,23
1000.6,999.3,999.5,999.8,30.7,18.9,20.6,29.7,25.1,25.1,86,51,60,66,0.8,2.4,0.8,1.4,4,4,0,2.7,23,30
1000.1,998.6,999.2,999.3,32.3,19.8,21.2,31.8,26.5,26.5,81,37,50,56,0.8,0.8,0.8,0.8,4,5,3,4,30,33
1001.4,1000.7,1002.1,1001.4,33.5,20.4,22.7,32.8,27.2,27.5,73,31,51,52,0.8,2.4,2.4,1.9,0,5,1,2,33,30
1002.7,1001,1001.1,1001.6,34,20.1,22.6,32.4,25.1,26.3,74,35,60,56,0.8,2.4,0.8,1.4,0,2,0,0.7,30,33
1000.9,999.5,999.7,1000,32,20.6,23.2,30.3,25.4,26.1,62,37,57,52,0.8,0.8,0.8,0.8,0,4,0,1.3,33,32
1001,1000,1000.3,1000.4,33.6,20.6,23.4,32.4,26.3,27.1,69,37,57,54,0.8,2.4,0.8,1.4,0,4,0,1.3,32,34
1001.8,1000.4,1001.1,1001.1,34.4,21.5,23.7,33,27.4,27.9,66,35,53,51,2.4,0.8,2.4,1.9,0,2,4,2,34,26
1000.8,998.7,997.7,999.1,33.6,22.7,24,33.1,26.9,27.7,71,37,48,52,4.4,4.4,2.4,3.7,4,4,0,2.7,26,25
995.7,993.9,994.5,994.7,34.3,22.4,24.4,33.6,26.5,27.8,57,32,54,48,2.4,2.4,0.8,1.9,3,4,0,2.3,25,31
994.2,993,993.2,993.5,32.4,21.8,21.8,31.6,25.6,26.2,75,45,65,62,2.4,2.4,0.8,1.9,0,4,4,2.7,31,26
992,993.2,996,993.7,25.9,16.8,22.1,23.8,16.8,19.9,72,65,87,75,0.8,2.4,2.4,1.9,8,9,10,9,26,14
998.2,1000.1,1001.7,1000,17,14.4,14.6,16.4,16.1,15.8,98,94,92,95,2.4,0.8,2.4,1.9,10,10,10,10,14,17
1003.2,1002.9,1003.4,1003.2,25.7,15.7,16.6,24.4,20.4,20.5,86,55,76,72,2.4,2.4,0.8,1.9,10,1,0,3.7,17,23
1002.5,1000.8,1000.5,1001.3,29,15.4,18.4,28.1,21.7,22.5,77,42,65,61,0.8,2.4,0.8,1.4,0,0,0,0,23,23
1000.1,999.3,1000.2,999.9,31.8,17.3,21.4,31.6,25.8,26.2,61,42,51,51,0.8,0.8,2.4,1.4,0,0,0,0,23,27
1001.3,1000.6,1000.3,1000.7,30.5,20.9,21.7,29.6,25.4,25.5,75,47,60,61,0.8,0.8,0.8,0.8,2,1,6,3,27,26
1000,999.2,999.6,999.6,34.1,21.1,23.5,33.9,26.9,27.8,68,31,42,47,2.4,4.4,2.4,3,0,0,5,1.7,26,31
1002,1000.2,999,1000.4,33.9,19,19.5,32.1,27.2,26.5,85,42,41,56,0.8,2.4,2.4,1.9,3,0,0,1,31,26
998.6,996.2,996.4,997.1,27.2,18.2,20,24.4,18.2,20.2,90,64,85,80,0.8,4.4,0.8,2,10,9,6,8.3,26,20
997,995.2,997.3,996.5,27.2,17.6,18.8,25.2,20.8,21.4,80,56,73,70,0.8,2.4,0.8,1.4,9,8,7,8,20,18
998,997.6,998.1,997.9,24.7,16.6,17.4,22.9,18.8,19.5,90,70,91,84,0.8,0.8,0.8,0.8,4,6,6,5.3,18,26
997.6,996.2,995.5,996.4,28.2,16.6,18.2,27.6,20.8,21.9,89,49,61,66,2.4,2.4,0,1.6,0,6,0,2,26,30
996,996.1,998.1,996.7,28.6,16.9,18.5,28,22.1,22.7,74,40,61,58,0.8,2.4,0.8,1.4,1,4,5,3.3,30,29
1000.8,1001.3,1003.1,1001.7,28.3,18,18.1,27.2,22,22.3,89,49,63,67,2.4,2.4,0.8,1.9,9,5,1,5,29,23
1005,1004.3,1004.9,1004.7,27.8,17,17.8,26.4,21.4,21.8,85,41,56,61,2.4,2.4,0.8,1.9,3,5,0,2.7,23,26
1005.6,1005.3,1006.2,1005.7,27.5,15.2,16.9,27,21.2,21.6,79,34,57,57,0.8,2.4,0.8,1.4,0,3,0,1,26,24
1007.8,1007,1007.5,1007.4,28.9,16,17.3,27.6,23.5,23,74,38,47,53,2.4,2.4,0.8,1.9,2,7,9,6,24,28
1008.2,1006,1004.2,1006.1,30.1,17.5,19.7,29.4,22.5,23.5,73,35,53,54,0.8,2.4,0.8,1.4,5,1,0,2,28,24
1002.1,1000.5,999.5,1000.7,30.5,17.1,19.9,29.6,22,23.4,62,32,59,51,4.4,0.8,0.8,2,4,5,0,3,24,29
1000.1,1000,1000.6,1000.2,29.7,17.6,19.8,28.6,22.4,23.3,68,39,58,55,0.8,2.4,0.8,1.4,3,7,0,3.3,29,34
1002.9,1003.7,1006.3,1004.3,28,18.4,18.6,27.6,21.8,22.5,77,47,53,59,2.4,2.4,0.8,1.9,6,2,0,2.7,34,20
1009.2,1008.6,1008.3,1008.7,27.6,15,16.2,27,20.2,20.9,90,35,53,59,0.8,2.4,0,1.1,0,2,0,0.7,20,27
1008.6,1006.9,1006.7,1007.4,27.4,15.5,18,26.8,20.4,21.4,61,42,63,55,0,2.4,0.8,1.1,1,1,0,0.7,27,29
1006,1004.5,1004.4,1005,29.7,16.6,18.3,29.6,22.8,23.4,73,38,54,55,2.4,2.4,2.4,2.4,0,3,0,1,29,28
1005,1004.1,1004.6,1004.6,30.5,18.7,19.4,29.8,22.7,23.7,66,38,50,51,2.4,2.4,2.4,2.4,0,3,0,1,28,28
1005,1003.3,1003.2,1003.8,30,18.4,19.5,29,22.8,23.5,45,25,43,38,0.8,0.8,2.4,1.4,1,4,4,3,28,24
1002.6,1000.5,999.8,1001,30.2,18.1,19.2,29.8,22.7,23.6,53,28,43,41,4.4,4.4,2.4,3.7,3,0,0,1,24,43
1000.7,1004.1,1007.4,1004.1,26.8,17.9,20,25.1,17.9,20.2,59,41,55,52,0.8,2.4,2.4,1.9,5,4,9,6,43,33
1006.4,1003.9,999.5,1003.3,25.5,15,15.6,24.8,21.6,20.9,71,44,58,58,2.4,0.8,2.4,1.9,10,3,0,4.3,33,20
1000.1,1009.6,1012.4,1007.4,23.5,8.8,19.4,12.1,8.8,12.3,58,79,87,75,2.4,4.4,2.4,3,9,9,3,7,20,10
1015.5,1016.2,1019.1,1016.9,16.8,6.3,7.7,15.6,11,11.3,82,43,62,62,2.4,2.4,2.4,2.4,0,4,0,1.3,10,23
1021.7,1020.4,1019.6,1020.6,17.6,5.7,6.8,17,11.3,11.6,76,32,41,50,2.4,2.4,2.4,2.4,0,0,0,0,23,43
1017.6,1015.3,1012.7,1015.2,18.9,4.4,6.6,17,12.3,12.1,67,34,56,52,0.8,0.8,0.8,0.8,3,5,0,2.7,43,43
1008.1,1002.9,1000.9,1004,23.3,8.1,10.6,22.1,15.4,15.9,61,32,53,49,0.8,2.4,0.8,1.4,0,1,0,0.3,43,52
1002.8,1003.2,1006.9,1004.3,21.5,9.2,10.2,20,14.2,14.7,77,48,57,61,2.4,2.4,2.4,2.4,6,6,7,6.3,52,27
1007.9,1005.4,1003,1005.4,16.5,6.8,7.7,15.7,11.4,11.6,68,56,71,65,0.8,2.4,2.4,1.9,2,8,0,3.3,27,24
996.7,993.9,995.9,995.5,22.8,10.2,12.9,22.3,13.2,15.4,73,46,69,63,4.4,4.4,4.4,4.4,5,2,0,2.3,24,36
999.8,1003.9,1007.6,1003.8,13.5,10.3,11,12.4,10.3,11,92,80,89,87,2.4,0.8,0.8,1.4,10,10,8,9.3,36,31
1007.4,1006.6,1008.8,1007.6,20.1,6.1,7.6,19.6,11.8,12.7,96,39,71,69,0.8,2.4,0,1.1,3,3,0,2,31,39
1013,1012.6,1013.5,1013,20.4,7.4,9,19.2,12,13.1,80,34,66,60,0,2.4,0.8,1.1,1,0,0,0.3,39,50
1013.2,1010,1009.1,1010.8,22,8.3,10,21.6,15.5,15.7,64,29,47,47,2.4,2.4,4.4,3,0,0,0,0,50,40
1007.1,1003.6,1001.4,1004,26.2,14.2,15,25.8,18.2,19.3,51,32,46,43,4.4,4.4,4.4,4.4,3,0,3,2,40,33
999.5,998.2,1000.6,999.4,26.3,15.8,16.3,25.6,18.4,19.7,53,41,53,49,4.4,2.4,2.4,3,3,5,5,4.3,33,44
1001.9,1002.7,1005.1,1003.2,26,13.4,15,25.6,17.1,18.7,90,44,86,73,0,0.8,0.8,0.6,0,3,0,1,44,51
1007.1,1007.1,1008.5,1007.6,25,13,14.4,24.2,17.8,18.6,96,41,56,64,0.8,2.4,2.4,1.9,10,1,0,3.7,51,49
1009.2,1007.9,1008,1008.4,25,12.6,14.4,24.3,17.2,18.3,66,39,62,56,0.8,2.4,0.8,1.4,0,0,0,0,49,48
1009,1007.8,1008.4,1008.4,23.3,13.4,13.8,23,16.2,17.3,79,40,60,60,4.4,2.4,2.4,3,2,0,0,0.7,48,47
1010.7,1010.6,1012.2,1011.2,24.2,13.7,14.3,23.9,17,18.1,69,38,58,55,2.4,2.4,0.8,1.9,0,0,0,0,47,44
1012.1,1010.8,1010.4,1011.1,23.5,13.3,15.4,23.1,17.3,18.3,60,41,50,50,2.4,4.4,4.4,3.7,5,0,0,1.7,44,45
1009.4,1007.6,1007.4,1008.1,22,12,13,21,15.6,16.3,44,26,41,37,2.4,2.4,2.4,2.4,0,4,0,1.3,45,31
1007.2,1005.7,1006,1006.3,23.5,13.2,13.7,23.3,17.4,18,55,30,40,42,2.4,4.4,2.4,3,0,0,0,0,31,38
1007.1,1005.9,1006.3,1006.4,25.7,13.8,14.1,24.6,17.1,18.2,59,34,42,45,0.8,4.4,2.4,2.5,0,0,0,0,38,44
1005.9,1003.4,1003.5,1004.3,25.1,12.5,14,25,17.9,18.7,51,30,49,43,2.4,2.4,2.4,2.4,3,3,0,2,44,47
1002.5,1000.9,1001.5,1001.6,24.4,12.9,13.9,24.2,17.6,18.3,78,43,62,61,0.8,2.4,0.8,1.4,3,4,1,2.7,47,65
1003.2,1002.8,1004.6,1003.5,23,13.5,13.8,22.4,16.6,17.4,72,46,70,63,0.8,2.4,0.8,1.4,7,3,6,5.3,65,45
1006.8,1007.2,1006.8,1006.9,17.4,13.1,13.1,17,15.4,15.2,93,80,86,86,2.4,2.4,2.4,2.4,10,8,8,8.7,45,35
1005.4,1006.5,1008.7,1006.9,15.4,9.8,10.5,11.8,9.8,10.5,81,63,84,76,0.8,0.8,0.8,0.8,8,8,10,8.7,35,34
1008.2,1007.5,1008.1,1007.9,11.8,9,9.4,11.2,11,10.7,90,84,92,89,0.8,0.8,0.8,0.8,10,10,8,9.3,34,49
1007.8,1004.3,1000.7,1004.3,16.5,9.8,10.4,16.2,11,12.2,91,60,82,78,2.4,2.4,0.8,1.9,10,5,0,5,49,24
994.3,992.4,999,995.2,13.8,7.2,11.1,13,7.2,9.6,77,69,82,76,0.8,2.4,2.4,1.9,10,10,0,6.7,24,13
1003,1001.4,999.1,1001.2,14.7,5,5.4,13.3,11.7,10.5,72,51,64,62,2.4,2.4,2.4,2.4,0,6,5,3.7,13,23
1000.1,998.5,997.5,998.7,21,8.8,10.6,20.2,17.5,16.5,79,44,50,58,0.8,0.8,2.4,1.4,9,0,8,5.7,23,13
995.3,993.6,994.5,994.5,26.5,17.3,18.8,25.8,21.4,21.9,54,37,45,45,2.4,4.4,4.4,3.7,7,4,4,5,13,18
995.8,995.1,994.5,995.1,23.1,18.1,18.4,21,21.4,20.6,60,52,56,56,4.4,6.7,4.4,5.1,7,10,9,8.7,18,23
996.2,996,994.9,995.7,25.8,19.8,20.2,23.7,21.4,21.7,58,46,54,53,4.4,6.7,4.4,5.1,8,8,7,7.7,23,28
995.4,997.7,1001.9,998.3,21.9,17.9,20,20.4,18,19.1,62,70,61,64,4.4,2.4,0.8,2.5,9,9,0,6,28,42
1007.7,1007.5,1008.3,1007.8,23.4,10.6,10.9,23.4,17.2,17.2,65,38,56,53,0.8,2.4,2.4,1.9,0,0,0,0,42,48
1007.4,1005.9,1006.6,1006.6,26.2,15.4,17.8,25,17.4,19.4,68,44,76,63,2.4,2.4,2.4,2.4,6,10,6,7.3,48,29
1007.2,1006.3,1007.3,1006.9,20.1,15,15.2,19.4,16.2,16.8,84,71,80,78,4.4,4.4,4.4,4.4,9,10,10,9.7,29,26
1007.6,1006,1007.1,1006.9,23.3,15.6,15.7,22,16.4,17.6,84,48,58,63,4.4,4.4,4.4,4.4,9,5,0,4.7,26,24
1005.9,1004.4,1004.5,1004.9,21.5,12.2,12.7,21,14,15.4,72,44,55,57,2.4,2.4,4.4,3,1,5,0,2,24,24
1003.5,1003.4,1004.8,1003.9,20.6,11.5,11.6,20.6,13,14.6,73,41,64,59,4.4,4.4,4.4,4.4,5,4,0,3,24,25
1004.9,1003.7,1003.7,1004.1,19.3,9.4,10.4,18.8,11.5,13.1,82,46,71,66,4.4,4.4,6.7,5.1,6,0,0,2,25,21
1003.6,1002.5,1004.1,1003.4,19.3,10.7,11.1,19,11.8,13.4,78,49,71,66,6.7,6.7,4.4,5.9,0,4,0,1.3,21,26
1005.1,1005.2,1006.5,1005.6,17.4,9.1,9.1,17.2,10.2,11.7,79,54,65,66,4.4,2.4,2.4,3,0,0,0,0,26,39
1006,1003.8,1003.6,1004.5,17.3,5.4,5.4,17,11,11.1,83,53,70,69,0.8,0.8,2.4,1.4,0,0,0,0,39,55
