Pritisak07,Pritisak14,Pritisak21,PritisakSR,MaxTemp,MinTemp,Temp07,Temp14,Temp21,TempSR,Vlaz07,Vlaz14,Vlaz21,VlazSR,VetarBrzina07,VetarBrzina14,VetarBrzina21,VetarBrzinaSR,Oblacnost07,Oblacnost14,Oblacnost21,OblacnostSR,prethodni_dan,Value
996.8,995.1,998.5,996.8,33.4,21.4,22,32.3,21.8,24.5,76,42,75,64,2.4,2.4,2.4,2.4,9,1,7,5.7,46,55
999.7,999.2,999.9,999.6,29.4,19.1,19.4,28.7,23.6,23.8,90,52,74,72,2.4,2.4,0.8,1.9,10,4,3,5.7,55,53
1000.6,999.3,999.5,999.8,30.7,18.9,20.6,29.7,25.1,25.1,86,51,60,66,0.8,2.4,0.8,1.4,4,4,0,2.7,53,64
1000.1,998.6,999.2,999.3,32.3,19.8,21.2,31.8,26.5,26.5,81,37,50,56,0.8,0.8,0.8,0.8,4,5,3,4,64,71
1001.4,1000.7,1002.1,1001.4,33.5,20.4,22.7,32.8,27.2,27.5,73,31,51,52,0.8,2.4,2.4,1.9,0,5,1,2,71,75
1002.7,1001,1001.1,1001.6,34,20.1,22.6,32.4,25.1,26.3,74,35,60,56,0.8,2.4,0.8,1.4,0,2,0,0.7,75,71
1000.9,999.5,999.7,1000,32,20.6,23.2,30.3,25.4,26.1,62,37,57,52,0.8,0.8,0.8,0.8,0,4,0,1.3,71,77
1001,1000,1000.3,1000.4,33.6,20.6,23.4,32.4,26.3,27.1,69,37,57,54,0.8,2.4,0.8,1.4,0,4,0,1.3,77,75
1001.8,1000.4,1001.1,1001.1,34.4,21.5,23.7,33,27.4,27.9,66,35,53,51,2.4,0.8,2.4,1.9,0,2,4,2,75,79
1000.8,998.7,997.7,999.1,33.6,22.7,24,33.1,26.9,27.7,71,37,48,52,4.4,4.4,2.4,3.7,4,4,0,2.7,79,59
995.7,993.9,994.5,994.7,34.3,22.4,24.4,33.6,26.5,27.8,57,32,54,48,2.4,2.4,0.8,1.9,3,4,0,2.3,59,55
994.2,993,993.2,993.5,32.4,21.8,21.8,31.6,25.6,26.2,75,45,65,62,2.4,2.4,0.8,1.9,0,4,4,2.7,55,73
992,993.2,996,993.7,25.9,16.8,22.1,23.8,16.8,19.9,72,65,87,75,0.8,2.4,2.4,1.9,8,9,10,9,73,72
998.2,1000.1,1001.7,1000,17,14.4,14.6,16.4,16.1,15.8,98,94,92,95,2.4,0.8,2.4,1.9,10,10,10,10,72,49
1003.2,1002.9,1003.4,1003.2,25.7,15.7,16.6,24.4,20.4,20.5,86,55,76,72,2.4,2.4,0.8,1.9,10,1,0,3.7,49,53
1002.5,1000.8,1000.5,1001.3,29,15.4,18.4,28.1,21.7,22.5,77,42,65,61,0.8,2.4,0.8,1.4,0,0,0,0,53,61
1000.1,999.3,1000.2,999.9,31.8,17.3,21.4,31.6,25.8,26.2,61,42,51,51,0.8,0.8,2.4,1.4,0,0,0,0,61,57
1001.3,1000.6,1000.3,1000.7,30.5,20.9,21.7,29.6,25.4,25.5,75,47,60,61,0.8,0.8,0.8,0.8,2,1,6,3,57,67
996,996.1,998.1,996.7,28.6,16.9,18.5,28,22.1,22.7,74,40,61,58,0.8,2.4,0.8,1.4,1,4,5,3.3,66,52
1000.8,1001.3,1003.1,1001.7,28.3,18,18.1,27.2,22,22.3,89,49,63,67,2.4,2.4,0.8,1.9,9,5,1,5,52,57
1005,1004.3,1004.9,1004.7,27.8,17,17.8,26.4,21.4,21.8,85,41,56,61,2.4,2.4,0.8,1.9,3,5,0,2.7,57,61
1005.6,1005.3,1006.2,1005.7,27.5,15.2,16.9,27,21.2,21.6,79,34,57,57,0.8,2.4,0.8,1.4,0,3,0,1,61,121
1007.8,1007,1007.5,1007.4,28.9,16,17.3,27.6,23.5,23,74,38,47,53,2.4,2.4,0.8,1.9,2,7,9,6,121,106
1008.2,1006,1004.2,1006.1,30.1,17.5,19.7,29.4,22.5,23.5,73,35,53,54,0.8,2.4,0.8,1.4,5,1,0,2,106,84
1002.1,1000.5,999.5,1000.7,30.5,17.1,19.9,29.6,22,23.4,62,32,59,51,4.4,0.8,0.8,2,4,5,0,3,84,57
1000.1,1000,1000.6,1000.2,29.7,17.6,19.8,28.6,22.4,23.3,68,39,58,55,0.8,2.4,0.8,1.4,3,7,0,3.3,57,64
1002.9,1003.7,1006.3,1004.3,28,18.4,18.6,27.6,21.8,22.5,77,47,53,59,2.4,2.4,0.8,1.9,6,2,0,2.7,64,77
1009.2,1008.6,1008.3,1008.7,27.6,15,16.2,27,20.2,20.9,90,35,53,59,0.8,2.4,0,1.1,0,2,0,0.7,77,51
1008.6,1006.9,1006.7,1007.4,27.4,15.5,18,26.8,20.4,21.4,61,42,63,55,0,2.4,0.8,1.1,1,1,0,0.7,51,68
1006,1004.5,1004.4,1005,29.7,16.6,18.3,29.6,22.8,23.4,73,38,54,55,2.4,2.4,2.4,2.4,0,3,0,1,68,69
1005,1004.1,1004.6,1004.6,30.5,18.7,19.4,29.8,22.7,23.7,66,38,50,51,2.4,2.4,2.4,2.4,0,3,0,1,69,66
1005,1003.3,1003.2,1003.8,30,18.4,19.5,29,22.8,23.5,45,25,43,38,0.8,0.8,2.4,1.4,1,4,4,3,66,57
1002.6,1000.5,999.8,1001,30.2,18.1,19.2,29.8,22.7,23.6,53,28,43,41,4.4,4.4,2.4,3.7,3,0,0,1,57,50
1000.7,1004.1,1007.4,1004.1,26.8,17.9,20,25.1,17.9,20.2,59,41,55,52,0.8,2.4,2.4,1.9,5,4,9,6,50,62
1006.4,1003.9,999.5,1003.3,25.5,15,15.6,24.8,21.6,20.9,71,44,58,58,2.4,0.8,2.4,1.9,10,3,0,4.3,62,70
1000.1,1009.6,1012.4,1007.4,23.5,8.8,19.4,12.1,8.8,12.3,58,79,87,75,2.4,4.4,2.4,3,9,9,3,7,70,43
1015.5,1016.2,1019.1,1016.9,16.8,6.3,7.7,15.6,11,11.3,82,43,62,62,2.4,2.4,2.4,2.4,0,4,0,1.3,43,31
1021.7,1020.4,1019.6,1020.6,17.6,5.7,6.8,17,11.3,11.6,76,32,41,50,2.4,2.4,2.4,2.4,0,0,0,0,31,66
1017.6,1015.3,1012.7,1015.2,18.9,4.4,6.6,17,12.3,12.1,67,34,56,52,0.8,0.8,0.8,0.8,3,5,0,2.7,66,108
1008.1,1002.9,1000.9,1004,23.3,8.1,10.6,22.1,15.4,15.9,61,32,53,49,0.8,2.4,0.8,1.4,0,1,0,0.3,108,102
1002.8,1003.2,1006.9,1004.3,21.5,9.2,10.2,20,14.2,14.7,77,48,57,61,2.4,2.4,2.4,2.4,6,6,7,6.3,102,115
1007.9,1005.4,1003,1005.4,16.5,6.8,7.7,15.7,11.4,11.6,68,56,71,65,0.8,2.4,2.4,1.9,2,8,0,3.3,115,72
999.5,998.2,1000.6,999.4,26.3,15.8,16.3,25.6,18.4,19.7,53,41,53,49,4.4,2.4,2.4,3,3,5,5,4.3,74,58
1001.9,1002.7,1005.1,1003.2,26,13.4,15,25.6,17.1,18.7,90,44,86,73,0,0.8,0.8,0.6,0,3,0,1,58,36
1007.1,1007.1,1008.5,1007.6,25,13,14.4,24.2,17.8,18.6,96,41,56,64,0.8,2.4,2.4,1.9,10,1,0,3.7,36,62
1009.2,1007.9,1008,1008.4,25,12.6,14.4,24.3,17.2,18.3,66,39,62,56,0.8,2.4,0.8,1.4,0,0,0,0,62,103
1009,1007.8,1008.4,1008.4,23.3,13.4,13.8,23,16.2,17.3,79,40,60,60,4.4,2.4,2.4,3,2,0,0,0.7,103,144
1010.7,1010.6,1012.2,1011.2,24.2,13.7,14.3,23.9,17,18.1,69,38,58,55,2.4,2.4,0.8,1.9,0,0,0,0,144,65
1012.1,1010.8,1010.4,1011.1,23.5,13.3,15.4,23.1,17.3,18.3,60,41,50,50,2.4,4.4,4.4,3.7,5,0,0,1.7,65,95
1009.4,1007.6,1007.4,1008.1,22,12,13,21,15.6,16.3,44,26,41,37,2.4,2.4,2.4,2.4,0,4,0,1.3,95,83
1007.2,1005.7,1006,1006.3,23.5,13.2,13.7,23.3,17.4,18,55,30,40,42,2.4,4.4,2.4,3,0,0,0,0,83,62
1007.1,1005.9,1006.3,1006.4,25.7,13.8,14.1,24.6,17.1,18.2,59,34,42,45,0.8,4.4,2.4,2.5,0,0,0,0,62,84
1005.9,1003.4,1003.5,1004.3,25.1,12.5,14,25,17.9,18.7,51,30,49,43,2.4,2.4,2.4,2.4,3,3,0,2,84,100
1002.5,1000.9,1001.5,1001.6,24.4,12.9,13.9,24.2,17.6,18.3,78,43,62,61,0.8,2.4,0.8,1.4,3,4,1,2.7,100,104
1003.2,1002.8,1004.6,1003.5,23,13.5,13.8,22.4,16.6,17.4,72,46,70,63,0.8,2.4,0.8,1.4,7,3,6,5.3,104,138
1006.8,1007.2,1006.8,1006.9,17.4,13.1,13.1,17,15.4,15.2,93,80,86,86,2.4,2.4,2.4,2.4,10,8,8,8.7,138,120
1005.4,1006.5,1008.7,1006.9,15.4,9.8,10.5,11.8,9.8,10.5,81,63,84,76,0.8,0.8,0.8,0.8,8,8,10,8.7,120,96
1008.2,1007.5,1008.1,1007.9,11.8,9,9.4,11.2,11,10.7,90,84,92,89,0.8,0.8,0.8,0.8,10,10,8,9.3,96,94
1007.8,1004.3,1000.7,1004.3,16.5,9.8,10.4,16.2,11,12.2,91,60,82,78,2.4,2.4,0.8,1.9,10,5,0,5,94,130
994.3,992.4,999,995.2,13.8,7.2,11.1,13,7.2,9.6,77,69,82,76,0.8,2.4,2.4,1.9,10,10,0,6.7,130,74
1003,1001.4,999.1,1001.2,14.7,5,5.4,13.3,11.7,10.5,72,51,64,62,2.4,2.4,2.4,2.4,0,6,5,3.7,74,44
1000.1,998.5,997.5,998.7,21,8.8,10.6,20.2,17.5,16.5,79,44,50,58,0.8,0.8,2.4,1.4,9,0,8,5.7,44,70
995.3,993.6,994.5,994.5,26.5,17.3,18.8,25.8,21.4,21.9,54,37,45,45,2.4,4.4,4.4,3.7,7,4,4,5,70,42
995.8,995.1,994.5,995.1,23.1,18.1,18.4,21,21.4,20.6,60,52,56,56,4.4,6.7,4.4,5.1,7,10,9,8.7,42,55
996.2,996,994.9,995.7,25.8,19.8,20.2,23.7,21.4,21.7,58,46,54,53,4.4,6.7,4.4,5.1,8,8,7,7.7,55,54
995.4,997.7,1001.9,998.3,21.9,17.9,20,20.4,18,19.1,62,70,61,64,4.4,2.4,0.8,2.5,9,9,0,6,54,68
1007.7,1007.5,1008.3,1007.8,23.4,10.6,10.9,23.4,17.2,17.2,65,38,56,53,0.8,2.4,2.4,1.9,0,0,0,0,68,82
1003.6,1002.5,1004.1,1003.4,19.3,10.7,11.1,19,11.8,13.4,78,49,71,66,6.7,6.7,4.4,5.9,0,4,0,1.3,78,65
1005.1,1005.2,1006.5,1005.6,17.4,9.1,9.1,17.2,10.2,11.7,79,54,65,66,4.4,2.4,2.4,3,0,0,0,0,65,35
1006,1003.8,1003.6,1004.5,17.3,5.4,5.4,17,11,11.1,83,53,70,69,0.8,0.8,2.4,1.4,0,0,0,0,35,56
1002.3,1001.2,1002.1,1001.9,18.4,7.3,7.7,17.9,10.9,11.9,82,49,66,66,2.4,0.8,2.4,1.9,3,4,0,2.3,56,105
1003.8,1005.4,1007.8,1005.7,19.7,8.6,8.7,18.8,13.3,13.5,75,47,67,63,2.4,0.8,2.4,1.9,0,0,0,0,105,149
1010.4,1010.2,1010.8,1010.5,21.2,8.2,8.2,21.2,14.2,14.5,82,40,57,60,0.8,2.4,2.4,1.9,0,3,0,1,149,76
1010.9,1009.5,1010.7,1010.4,18,10.5,10.6,17.8,10.8,12.5,68,42,73,61,4.4,4.4,4.4,4.4,0,1,4,1.7,76,116
1012.6,1010.9,1012,1011.8,15.6,8.4,9.4,14.8,11.4,11.8,90,56,71,72,2.4,2.4,0.8,1.9,9,6,5,6.7,116,111
1012.5,1010.7,1010.5,1011.2,13.8,4.6,4.6,13,7.7,8.3,88,52,66,69,2.4,2.4,0.8,1.9,5,3,0,2.7,111,101
1011.6,1012.3,1012.8,1012.2,9.4,2.7,2.7,9.1,6.2,6.1,87,67,75,76,0.8,2.4,2.4,1.9,4,9,5,6,101,99
1012.4,1013,1013.6,1013,7.4,1.7,3.5,6.2,1.7,3.3,73,56,75,68,4.4,4.4,4.4,4.4,4,5,1,3.3,99,77
1010.5,1006,1001.6,1006,3.5,0.9,1.2,3.2,0.9,1.6,90,72,93,85,2.4,2.4,2.4,2.4,10,10,10,10,77,89
998.5,999.6,1001.9,1000,5.5,0.7,1,5,2,2.5,91,68,85,81,2.4,2.4,0.8,1.9,10,8,6,8,89,111
995.5,994.2,996.4,995.4,5.4,1.6,4.2,4.4,3.5,3.9,88,88,89,88,4.4,6.7,6.7,5.9,10,10,10,10,111,69
999,1001.4,1004,1001.5,4.8,3.2,3.7,4.7,4.2,4.2,80,90,91,87,2.4,2.4,0.8,1.9,10,10,10,10,69,57
1005.6,1006.8,1008.2,1006.9,6.6,3,3,6.3,4,4.3,89,74,85,83,2.4,2.4,2.4,2.4,5,9,7,7,57,61
1010,1010.3,1010.3,1010.2,7.2,3.2,3.9,6.6,5.1,5.2,85,81,87,84,0.8,2.4,2.4,1.9,9,10,10,9.7,61,85
1005,1003.1,1002,1003.4,10.5,4,4.6,10.3,7.2,7.3,87,71,84,81,4.4,2.4,2.4,3,6,10,7,7.7,85,93
997.7,994.2,988,993.3,11.6,7.1,8.8,11.3,9.2,9.6,79,89,87,85,2.4,2.4,6.7,3.8,8,10,10,9.3,93,102
981.9,983.7,987.6,984.4,12.7,7.4,10.3,11.8,9.4,10.2,88,87,93,89,4.4,0.8,0.8,2,10,6,10,8.7,102,74
991.1,992.6,996.1,993.3,9.4,2.8,7.5,6.4,2.8,4.9,93,86,94,91,2.4,2.4,2.4,2.4,10,10,10,10,74,71
1002.5,1006.7,1011.5,1006.9,2.8,-0.2,-0.2,0.6,0.8,0.5,96,93,93,94,0.8,2.4,2.4,1.9,10,10,10,10,71,79
1016.3,1016.1,1017,1016.5,2.8,-3.4,0.7,2.3,-3.4,-1,88,51,66,68,2.4,4.4,4.4,3.7,10,1,0,3.7,79,71
1013.4,1009,1007.1,1009.8,0.4,-5.4,-5.3,-0.2,-4.9,-3.8,79,55,76,70,2.4,2.4,4.4,3,0,0,0,0,71,81
1008.8,1004.9,999.9,1004.5,6.8,-1.4,0.3,5.4,5,3.9,81,72,61,71,0.8,2.4,2.4,1.9,4,6,0,3.3,88,66
995.2,995.3,998.8,996.4,9.5,4.8,7.4,6,6.2,6.5,55,89,86,77,2.4,2.4,0.8,1.9,10,9,5,8,66,53
996,989.8,991.6,992.5,12.6,2.8,3.2,11.5,8,7.7,91,49,80,73,2.4,4.4,2.4,3,0,9,10,6.3,53,58
994,996.7,998.9,996.5,9.4,4.3,5.4,8.8,4.3,5.7,94,68,71,78,2.4,2.4,2.4,2.4,10,3,5,6,58,104
1000.2,1000.7,1002.4,1001.1,5.6,0.1,0.2,5.3,2.2,2.5,84,67,90,80,0.8,4.4,0.8,2,1,8,7,5.3,104,151
1002.4,1002.7,1004.9,1003.3,5.8,1.6,2.2,5.4,3.4,3.6,85,72,80,79,2.4,4.4,2.4,3,10,7,9,8.7,151,83
1005,1003.6,1003.6,1004.1,6,1.2,1.5,4.6,2.1,2.6,88,57,79,75,0,2.4,2.4,1.6,5,4,6,5,83,111
1002.2,1001.5,1001.4,1001.7,2.1,-0.7,-0.2,1.2,0,0.3,89,91,96,92,0.8,4.4,4.4,3.2,9,10,10,9.7,111,91
1001.2,1001.6,1003,1001.9,0.4,-0.9,-0.2,-0.2,-0.6,-0.4,96,98,96,97,0.8,0.8,2.4,1.4,10,10,10,10,91,108
1003.4,1004.9,1006.1,1004.8,-0.2,-4,-0.7,-0.5,-4,-2.3,94,94,94,94,2.4,2.4,0.8,1.9,10,10,0,6.7,108,127
1004.2,1006,1010.2,1006.8,-1.4,-7,-4.8,-1.6,-3,-3.1,91,93,95,93,0.8,2.4,0.8,1.4,8,10,10,9.3,127,181
1013,1013.6,1014.2,1013.6,-2.7,-4.8,-4.4,-3.8,-2.8,-3.5,96,92,95,94,2.4,0,0.8,1.1,10,10,10,10,181,158
1013.5,1012.1,1010.3,1012,1,-2.8,-1.6,0.9,-1.9,-1.1,95,84,96,92,0.8,0,2.4,1.1,10,9,0,6.3,158,171
1008.3,1008.6,1009.6,1008.8,3.4,-4.8,-4.4,2.3,0.3,-0.4,83,64,81,76,0.8,0.8,0.8,0.8,3,5,5,4.3,171,176
1010.5,1007.9,1005.3,1007.9,9.4,-0.4,-0.3,8,4.6,4.2,91,64,88,81,0.8,0.8,0.8,0.8,9,3,4,5.3,176,231
1003.7,1001.6,1002.7,1002.7,12.5,4.3,6.4,11.8,7.9,8.5,67,49,81,66,2.4,2.4,0.8,1.9,7,9,9,8.3,231,130
1006.1,1007.5,1005.7,1006.4,9.7,5.9,6.2,9.2,6.9,7.3,89,71,80,80,0.8,2.4,2.4,1.9,9,5,6,6.7,130,141
992.9,996.5,1006.4,998.6,14.2,3.3,10.8,7.3,3.3,6.2,62,80,71,71,2.4,2.4,2.4,2.4,9,10,9,9.3,141,53
1011.1,1011.3,1012.9,1011.8,3.3,0.5,0.6,2.1,1.8,1.6,72,58,87,72,2.4,2.4,2.4,2.4,8,8,10,8.7,53,60
1013.2,1011.8,1010.5,1011.8,5.3,1.4,2.5,5,2.6,3.2,82,70,78,77,2.4,2.4,0.8,1.9,10,10,6,8.7,60,89
1012.4,1011.9,1010.6,1011.6,5.7,1.4,1.6,5,4.3,3.8,83,77,79,80,2.4,2.4,0.8,1.9,4,9,3,5.3,89,108
1008.5,1006.7,1007.4,1007.5,10,4.2,5.2,7.9,5.3,5.9,76,75,84,78,0.8,2.4,2.4,1.9,9,10,7,8.7,108,121
1010.2,1010.6,1011.1,1010.6,6.5,3.1,3.1,6.2,5.3,5,86,73,77,79,2.4,4.4,2.4,3,6,9,10,8.3,121,107
1008.3,1007.6,1008,1008,5.6,3.3,3.4,5.2,4.8,4.6,86,80,85,84,0.8,2.4,2.4,1.9,10,10,10,10,107,108
999.7,999,1000.9,999.9,5.4,0.3,1.2,4.2,1.9,2.3,81,71,74,75,2.4,2.4,2.4,2.4,9,9,5,7.7,98,86
1004.6,1006,1006.8,1005.8,1.9,-2.5,-0.8,-1.9,-2.5,-1.9,96,92,84,91,2.4,2.4,2.4,2.4,9,10,5,8,86,118
